BioGuideID,GovtrackID,ICPSR_ID,OpenSecretsID,UnaccentedFirstName,UnaccentedLastName,Gender,Birthday,State,Chamber,Party,TermStart,TermEnd,YearsInCongress
D000623,412613,21504.0,N00030709,Mark,DeSaulnier,M,1952-03-31,CA,House,D,2015-01-06,2027-01-03,12.0
D000631,412809,21915.0,N00042894,Madeleine,Dean,F,1959-06-06,PA,House,D,2019-01-03,2027-01-03,8.0
D000617,412505,31101.0,N00030693,Suzan,DelBene,F,1962-02-17,WA,House,D,2012-11-13,2027-01-03,14.1
D000620,412544,21334.0,N00033897,John,Delaney,M,1963-04-16,MD,House,D,2013-01-03,2019-01-03,6.0
D000630,412805,21916.0,N00040741,Antonio,Delgado,M,1977-01-28,NY,House,D,2019-01-03,2022-05-25,3.4
D000530,456936,,N00049160,Chris,Deluzio,M,1984-07-13,PA,House,D,2023-01-03,2027-01-03,4.0
D000627,412696,21713.0,N00033449,Val,Demings,F,1957-03-12,FL,House,D,2017-01-03,2023-01-03,6.0
D000612,412403,21109.0,N00031593,Jeff,Denham,M,1967-07-29,CA,House,R,2011-01-05,2019-01-03,8.0
D000604,400648,20526.0,N00026171,Charles,Dent,M,1960-05-24,PA,House,R,2005-01-04,2018-05-12,13.3
D000616,412477,21179.0,N00030957,Scott,DesJarlais,M,1964-02-21,TN,House,R,2011-01-05,2027-01-03,16.0
D000610,412385,20959.0,N00031317,Theodore,Deutch,M,1966-05-07,FL,House,D,2010-04-15,2022-09-30,12.5
D000635,457015,,N00054144,Maxine,Dexter,F,1972-12-05,OR,House,D,2025-01-03,2027-01-03,2.0
D000600,400108,20316.0,N00025337,Mario,Diaz-Balart,M,1961-09-25,FL,House,R,2003-01-07,2027-01-03,24.0
D000624,412637,21529.0,N00036149,Debbie,Dingell,F,1953-11-23,MI,House,D,2015-01-06,2027-01-03,12.0
D000355,400110,2605.0,N00001783,John,Dingell,M,1926-07-08,MI,House,D,1955-01-05,2015-01-03,60.0
D000399,400111,29571.0,N00006023,Lloyd,Doggett,M,1946-10-06,TX,House,D,1995-01-04,2027-01-03,32.0
D000613,412420,21127.0,N00031103,Bob,Dold,M,1969-06-23,IL,House,R,2011-01-05,2017-01-03,6.0
D000032,456808,,N00034016,Byron,Donalds,M,1978-10-28,FL,House,R,2021-01-03,2027-01-03,6.0
D000607,412205,20717.0,N00026586,Joe,Donnelly,M,1955-09-29,IN,Senate,D,2007-01-04,2019-01-03,12.0
D000625,412672,21560.0,N00036928,Daniel,Donovan,M,1956-11-06,NY,House,R,2015-05-12,2019-01-03,3.6
D000634,457000,,N00041283,Troy,Downing,M,1967-03-04,MT,House,R,2025-01-03,2027-01-03,2.0
D000482,400114,29561.0,N00001373,Michael,Doyle,M,1953-08-05,PA,House,D,1995-01-04,2022-12-31,28.0
D000633,456882,,N00050562,John,Duarte,M,1966-09-06,CA,House,R,2023-01-03,2025-01-03,2.0
D000622,412533,21325.0,N00027860,Tammy,Duckworth,F,1968-03-12,IL,Senate,D,2013-01-03,2029-01-03,16.0
D000614,412488,21189.0,N00030967,Sean,Duffy,M,1971-10-03,WI,House,R,2011-01-05,2019-09-23,8.7
D000615,412472,21174.0,N00030752,Jeff,Duncan,M,1966-01-07,SC,House,R,2011-01-05,2025-01-03,14.0
D000533,400116,15455.0,N00003209,John,Duncan,M,1947-07-21,TN,House,R,1988-11-08,2019-01-03,30.2
D000628,412691,21714.0,N00037442,Neal,Dunn,M,1953-02-16,FL,House,R,2017-01-03,2027-01-03,10.0
D000563,300038,15021.0,N00004981,Richard,Durbin,M,1944-11-21,IL,Senate,D,1983-01-03,2027-01-03,44.0
E000246,456914,,N00049670,Charles (Chuck),Edwards,M,1960-09-13,NC,House,R,2023-01-03,2027-01-03,4.0
E000290,412263,20763.0,N00028249,Donna,Edwards,F,1958-06-28,MD,House,D,2008-06-19,2017-01-03,8.5
E000301,456992,,N00053710,Sarah,Elfreth,F,1988-09-09,MD,House,D,2025-01-03,2027-01-03,2.0
E000288,412215,20727.0,N00028257,Keith,Ellison,M,1963-08-04,MN,House,D,2007-01-04,2019-01-03,12.0
E000291,412457,21159.0,N00031513,Renee,Ellmers,F,1964-02-09,NC,House,R,2011-01-05,2017-01-03,6.0
E000071,456862,,N00042243,Jake,Ellzey,M,1970-01-24,TX,House,R,2021-07-30,2027-01-03,5.4
E000172,400121,29736.0,N00005090,Jo Ann,Emerson,F,1950-09-16,MO,House,R,1997-01-07,2013-01-22,16.0
E000294,412639,21531.0,N00035440,Tom,Emmer,M,1961-03-03,MN,House,R,2015-01-06,2027-01-03,12.0
E000179,400122,15603.0,N00001003,Eliot,Engel,M,1947-02-18,NY,House,D,1989-01-03,2021-01-03,32.0
E000292,412535,21327.0,N00034884,William,Enyart,M,1949-09-22,IL,House,D,2013-01-03,2015-01-03,2.0
E000285,300041,49706.0,N00006249,Michael,Enzi,M,1944-02-01,WY,Senate,R,1997-01-07,2021-01-03,24.0
E000295,412667,41502.0,N00035483,Joni,Ernst,F,1970-07-01,IA,Senate,R,2015-01-06,2027-01-03,12.0
E000299,412825,21917.0,N00041702,Veronica,Escobar,F,1969-09-15,TX,House,D,2019-01-03,2027-01-03,8.0
E000215,400124,29312.0,N00007335,Anna,Eshoo,F,1942-12-13,CA,House,D,1993-01-05,2025-01-03,32.0
E000297,412718,21715.0,N00034549,Adriano,Espaillat,M,1954-09-27,NY,House,D,2017-01-03,2027-01-03,10.0
E000298,412735,21750.0,N00040712,Ron,Estes,M,1956-07-19,KS,House,R,2017-04-25,2027-01-03,9.7
E000293,412524,21316.0,N00033217,Elizabeth,Esty,F,1959-08-25,CT,House,D,2013-01-03,2019-01-03,6.0
E000296,412677,21566.0,N00038450,Dwight,Evans,M,1954-05-16,PA,House,D,2016-11-14,2027-01-03,10.1
E000300,456984,,N00053312,Gabe,Evans,M,1986-07-28,CO,House,R,2025-01-03,2027-01-03,2.0
E000235,456911,,N00048240,Mike,Ezell,M,1959-04-06,MS,House,R,2023-01-03,2027-01-03,4.0
F000010,400128,,N00007632,Eni,Faleomavaega,M,1943-08-15,AS,House,D,1989-01-03,2015-01-03,26.0
F000246,456845,,N00047264,Patrick,Fallon,M,1967-12-19,TX,House,R,2021-01-03,2027-01-03,6.0
F000460,412482,21184.0,N00031672,Blake,Farenthold,M,1961-12-12,TX,House,R,2011-01-05,2018-04-06,7.2
F000030,400129,29313.0,N00007312,Sam,Farr,M,1941-07-04,CA,House,D,1993-06-08,2017-01-03,23.6
F000464,412719,21716.0,N00037288,John,Faso,M,1952-08-25,NY,House,R,2017-01-03,2019-01-03,2.0
F000043,400130,29559.0,N00001746,Chaka,Fattah,M,1956-11-21,PA,House,D,1995-01-04,2016-06-23,21.5
F000482,457006,,N00054800,Julie,Fedorchak,F,1968-09-28,ND,House,R,2025-01-03,2027-01-03,2.0
F000446,456818,,N00044011,Randy,Feenstra,M,1969-01-14,IA,House,R,2021-01-03,2027-01-03,6.0
F000062,300043,49300.0,N00007364,Dianne,Feinstein,F,1933-06-22,CA,Senate,D,1992-11-10,2023-09-28,30.9
F000465,412700,21717.0,N00039090,A.,Ferguson,M,1966-11-15,GA,House,R,2017-01-03,2025-01-03,8.0
F000479,456877,,N00038201,John,Fetterman,M,1969-08-15,PA,Senate,D,2023-01-03,2029-01-03,6.0
F000110,404067,29354.0,N00005398,Cleo,Fields,M,1962-11-22,LA,House,D,1993-01-05,2027-01-03,34.0
F000481,456971,,N00053909,Shomari,Figures,M,1985-09-03,AL,House,D,2025-01-03,2027-01-03,2.0
F000458,412479,21181.0,N00031141,Stephen,Fincher,M,1973-02-07,TN,House,R,2011-01-05,2017-01-03,6.0
F000484,457035,,,Randall,Fine,M,1974-04-20,FL,House,R,2025-04-02,2027-01-03,1.8
F000467,412771,21918.0,N00040888,Abby,Finkenauer,F,1988-12-27,IA,House,D,2019-01-03,2021-01-03,2.0
F000475,456869,,N00050649,Brad,Finstad,M,1976-05-30,MN,House,R,2022-08-12,2027-01-03,4.4
F000470,456828,,N00045251,Michelle,Fischbach,F,1965-11-03,MN,House,R,2021-01-03,2027-01-03,6.0
F000463,412556,41302.0,N00033443,Deb,Fischer,F,1951-03-01,NE,Senate,R,2013-01-03,2031-01-03,18.0
F000471,456855,,N00045434,Scott,Fitzgerald,M,1963-11-16,WI,House,R,2021-01-03,2027-01-03,6.0
F000466,412721,21718.0,N00038779,Brian,Fitzpatrick,M,1973-12-17,PA,House,R,2017-01-03,2027-01-03,10.0
F000451,400646,20524.0,N00027229,Michael,Fitzpatrick,M,1963-06-28,PA,House,R,2005-01-04,2017-01-03,12.0
F000444,400134,20100.0,N00009573,Jeff,Flake,M,1962-12-31,AZ,Senate,R,2001-01-03,2019-01-03,18.0
F000459,412476,21178.0,N00030815,Charles,Fleischmann,M,1962-10-11,TN,House,R,2011-01-05,2027-01-03,16.0
F000456,412275,20918.0,N00029679,John,Fleming,M,1951-07-05,LA,House,R,2009-01-06,2017-01-03,8.0
F000468,412824,21919.0,N00041194,Lizzie,Fletcher,F,1975-02-13,TX,House,D,2019-01-03,2027-01-03,8.0
F000474,456868,,N00050145,Mike,Flood,M,1975-02-23,NE,House,R,2022-07-12,2027-01-03,4.5
F000461,412480,21182.0,N00031545,Bill,Flores,M,1954-02-25,TX,House,R,2011-01-05,2021-01-03,10.0
F000473,456867,,N00048049,Mayra,Flores,F,1986-01-01,TX,House,R,2022-06-21,2023-01-03,0.5
F000480,456958,,N00054216,Vince,Fong,M,1979-10-24,CA,House,R,2024-06-03,2027-01-03,2.6
F000445,400137,20143.0,N00013799,J.,Forbes,M,1952-02-17,VA,House,R,2001-06-26,2017-01-03,15.5
F000449,400640,20518.0,N00026631,Jeff,Fortenberry,M,1960-12-27,NE,House,R,2005-01-04,2022-03-31,17.2
F000454,412257,20749.0,N00029139,Bill,Foster,M,1955-10-07,IL,House,D,2008-03-08,2027-01-03,18.8
F000477,456913,,N00049652,Valerie,Foushee,F,1956-05-07,NC,House,D,2023-01-03,2027-01-03,4.0
F000450,400643,20521.0,N00026166,Virginia,Foxx,F,1943-06-29,NC,House,R,2005-01-04,2027-01-03,22.0
F000462,412529,21321.0,N00002893,Lois,Frankel,F,1948-05-16,FL,House,D,2013-01-03,2027-01-03,14.0
F000457,412378,40904.0,N00029016,Alan,Franken,M,1951-05-21,MN,Senate,D,2009-07-07,2018-01-02,8.5
F000472,456807,,N00046760,C.,Franklin,M,1964-08-23,FL,House,R,2021-01-03,2027-01-03,6.0
F000448,400141,20304.0,N00006423,Trent,Franks,M,1957-06-19,AZ,House,R,2003-01-07,2017-12-08,14.9
F000372,400142,29541.0,N00000684,Rodney,Frelinghuysen,M,1946-04-29,NJ,House,R,1995-01-04,2019-01-03,24.0
F000483,456979,,N00052209,Laura,Friedman,F,1966-12-03,CA,House,D,2025-01-03,2027-01-03,2.0
F000476,456890,,N00049075,Maxwell,Frost,M,1997-01-17,FL,House,D,2023-01-03,2027-01-03,4.0
F000478,456938,,N00049165,Russell,Fry,M,1985-01-31,SC,House,R,2023-01-03,2027-01-03,4.0
F000455,412327,20941.0,N00030490,Marcia,Fudge,F,1952-10-29,OH,House,D,2008-11-19,2021-03-10,12.3
F000469,412773,21920.0,N00041335,Russ,Fulcher,M,1973-07-19,ID,House,R,2019-01-03,2027-01-03,8.0
G000571,412532,21324.0,N00033281,Tulsi,Gabbard,F,1981-04-12,HI,House,D,2013-01-03,2021-01-03,8.0
G000578,412690,21719.0,N00039503,Matt,Gaetz,M,1982-05-07,FL,House,R,2017-01-03,2024-11-13,7.9
G000579,412731,21720.0,N00039330,Mike,Gallagher,M,1984-03-03,WI,House,R,2017-01-03,2024-04-24,7.3
G000572,412577,21363.0,N00033541,Pete,Gallego,M,1961-12-02,TX,House,D,2013-01-03,2015-01-03,2.0
G000574,412612,21502.0,N00036097,Ruben,Gallego,M,1979-11-20,AZ,Senate,D,2015-01-06,2031-01-03,16.0
G000559,412382,20958.0,N00030856,John,Garamendi,M,1945-01-24,CA,House,D,2009-11-03,2027-01-03,17.2
G000597,456836,,N00046030,Andrew,Garbarino,M,1984-09-27,NY,House,R,2021-01-03,2027-01-03,6.0
G000573,412530,21322.0,N00029908,Joe,Garcia,M,1963-10-19,FL,House,D,2013-01-03,2015-01-03,2.0
G000061,456792,,N00044298,Mike,Garcia,M,1976-04-24,CA,House,R,2020-05-19,2025-01-03,4.6
G000598,456885,,N00049470,Robert,Garcia,M,1977-12-02,CA,House,D,2023-01-03,2027-01-03,4.0
G000587,412827,21922.0,N00042282,Sylvia,Garcia,F,1950-09-06,TX,House,D,2019-01-03,2027-01-03,8.0
G000586,412774,21921.0,N00042114,Jesús,García,M,1956-04-12,IL,House,D,2019-01-03,2027-01-03,8.0
G000562,412406,21112.0,N00030780,Cory,Gardner,M,1974-08-22,CO,Senate,R,2011-01-05,2021-01-03,10.0
G000548,400145,20336.0,N00000743,Scott,Garrett,M,1959-07-09,NJ,House,R,2003-01-07,2017-01-03,14.0
G000580,412729,21721.0,N00038847,Thomas,Garrett,M,1972-03-27,VA,House,R,2017-01-03,2019-01-03,2.0
G000549,400147,20345.0,N00025025,Jim,Gerlach,M,1955-02-25,PA,House,R,2003-01-07,2015-01-03,12.0
G000584,412736,21751.0,N00040733,Greg,Gianforte,M,1961-04-17,MT,House,R,2017-06-21,2021-01-03,3.5
G000563,412463,21165.0,N00031128,Bob,Gibbs,M,1954-06-14,OH,House,R,2011-01-05,2023-01-03,12.0
G000564,412453,21156.0,N00031998,Christopher,Gibson,M,1964-05-13,NY,House,R,2011-01-05,2017-01-03,6.0
G000603,457023,,N00054402,Brandon,Gill,M,1994-02-26,TX,House,R,2025-01-03,2027-01-03,2.0
G000602,457010,,N00050425,Laura,Gillen,F,1969-07-10,NY,House,D,2025-01-03,2027-01-03,2.0
G000555,412223,20735.0,N00027658,Kirsten,Gillibrand,F,1966-12-09,NY,Senate,D,2007-01-04,2031-01-03,24.0
G000593,456809,,N00046394,Carlos,Gimenez,M,1954-01-17,FL,House,R,2021-01-03,2027-01-03,6.0
G000550,400151,20319.0,N00024760,Phil,Gingrey,M,1942-07-10,GA,House,R,2003-01-07,2015-01-03,12.0
G000600,456949,,N00050490,Marie,Gluesenkamp Perez,F,1988-06-06,WA,House,D,2023-01-03,2027-01-03,4.0
G000552,400651,20527.0,N00026148,Louie,Gohmert,M,1953-08-18,TX,House,R,2005-01-04,2023-01-03,18.0
G000592,412842,21923.0,N00041668,Jared,Golden,M,1982-07-25,ME,House,D,2019-01-03,2027-01-03,8.0
G000601,457021,,N00053861,Craig,Goldman,M,1968-10-03,TX,House,R,2025-01-03,2027-01-03,2.0
G000599,456923,,N00051424,Dan,Goldman,M,1976-02-26,NY,House,D,2023-01-03,2027-01-03,4.0
G000585,412739,21754.0,N00040597,Jimmy,Gomez,M,1974-11-25,CA,House,D,2017-07-11,2027-01-03,9.5
G000594,456849,,N00044592,Ernest,Gonzales,M,1980-10-10,TX,House,R,2021-01-03,2027-01-03,6.0
G000588,412807,21924.0,N00041690,Anthony,Gonzalez,M,1984-09-18,OH,House,R,2019-01-03,2023-01-03,4.0
G000581,412725,21722.0,N00038809,Vicente,Gonzalez,M,1967-09-04,TX,House,D,2017-01-03,2027-01-03,10.0
G000582,412723,,N00037615,Jenniffer,González-Colón,F,1976-08-05,PR,House,R,2017-01-03,2025-01-03,8.0
G000595,456853,,N00045557,Robert,Good,M,1965-09-11,VA,House,R,2021-01-03,2025-01-03,4.0
G000589,412822,21925.0,N00042237,Lance,Gooden,M,1982-12-01,TX,House,R,2019-01-03,2027-01-03,8.0
G000604,457007,,N00055218,Maggie,Goodlander,F,1986-11-04,NH,House,D,2025-01-03,2027-01-03,2.0
G000289,400154,39308.0,N00009154,Bob,Goodlatte,M,1952-09-22,VA,House,R,1993-01-05,2019-01-03,26.0
G000565,412397,21103.0,N00030771,Paul,Gosar,M,1958-11-22,AZ,House,R,2011-01-05,2027-01-03,16.0
G000583,412714,21723.0,N00036944,Josh,Gottheimer,M,1975-03-08,NJ,House,D,2017-01-03,2027-01-03,10.0
G000566,412473,21175.0,N00030880,Trey,Gowdy,M,1964-08-22,SC,House,R,2011-01-05,2019-01-03,8.0
G000575,412620,,N00035688,Gwen,Graham,F,1963-01-31,FL,House,D,2015-01-06,2017-01-03,2.0
G000359,300047,29566.0,N00009975,Lindsey,Graham,M,1955-07-09,SC,Senate,R,1995-01-04,2027-01-03,32.0
G000377,400157,29762.0,N00008799,Kay,Granger,F,1943-01-18,TX,House,R,1997-01-07,2025-01-03,28.0
G000386,300048,14226.0,N00001758,Charles,Grassley,M,1933-09-17,IA,Senate,R,1975-01-14,2029-01-03,54.0
G000577,412631,21523.0,N00036135,Garret,Graves,M,1972-01-31,LA,House,R,2015-01-06,2025-01-03,10.0
G000546,400158,20124.0,N00013323,Sam,Graves,M,1963-11-07,MO,House,R,2001-01-03,2027-01-03,26.0
G000560,412388,20962.0,N00030788,Tom,Graves,M,1970-02-03,GA,House,R,2010-06-08,2020-10-04,10.3
G000605,456975,,N00050061,Adam,Gray,M,1977-09-23,CA,House,D,2025-01-03,2027-01-03,2.0
G000556,412276,20908.0,N00028418,Alan,Grayson,M,1958-03-13,FL,House,D,2009-01-06,2017-01-03,8.0
G000553,400653,20529.0,N00026686,Al,Green,M,1947-09-01,TX,House,D,2005-01-04,2027-01-03,22.0
G000410,400160,39304.0,N00005870,Gene,Green,M,1947-10-17,TX,House,D,1993-01-05,2019-01-03,26.0
G000590,412819,21926.0,N00041873,Mark,Green,M,1964-11-08,TN,House,R,2019-01-03,2025-07-21,6.5
G000596,456814,,N00044701,Marjorie,Greene,F,1974-05-27,GA,House,R,2021-01-03,2026-01-05,5.0
G000567,412401,21107.0,N00031297,Tim,Griffin,M,1968-08-21,AR,House,R,2011-01-05,2015-01-03,4.0
G000568,412485,21191.0,N00032029,H.,Griffith,M,1958-03-15,VA,House,R,2011-01-05,2027-01-03,16.0
G000606,457037,,,Adelita,Grijalva,F,1970-10-30,AZ,House,D,2025-11-12,2027-01-03,1.1
G000551,400162,20305.0,N00025284,Raúl,Grijalva,M,1948-02-19,AZ,House,D,2003-01-07,2025-03-13,22.2
G000569,412451,21154.0,N00031401,Michael,Grimm,M,1970-02-07,NY,House,R,2011-01-05,2015-01-03,4.0
G000576,412661,21559.0,N00036409,Glenn,Grothman,M,1955-07-03,WI,House,R,2015-01-06,2027-01-03,12.0
G000591,412793,21927.0,N00042458,Michael,Guest,M,1970-02-04,MS,House,R,2019-01-03,2027-01-03,8.0
G000570,412447,21152.0,N00030801,Frank,Guinta,M,1970-09-26,NH,House,R,2011-01-05,2017-01-03,6.0
G000558,412278,20916.0,N00029675,Brett,Guthrie,M,1964-02-18,KY,House,R,2009-01-06,2027-01-03,18.0
G000535,400163,29348.0,N00004874,Luis,Gutiérrez,M,1953-12-10,IL,House,D,1993-01-05,2019-01-03,26.0
H001080,412800,21928.0,N00040933,Debra,Haaland,F,1960-12-02,NM,House,D,2019-01-03,2021-03-16,2.2
H001049,412324,40907.0,N00029617,Kay,Hagan,F,1953-05-26,NC,Senate,D,2009-01-06,2015-01-03,6.0
H001088,412788,21929.0,N00031390,Jim,Hagedorn,M,1962-08-04,MN,House,R,2019-01-03,2022-02-17,3.1
H001096,456951,,N00049197,Harriet,Hageman,F,1962-10-18,WY,House,R,2023-01-03,2027-01-03,4.0
H000601,456798,,N00045369,Bill,Hagerty,M,1959-08-14,TN,Senate,R,2021-01-03,2027-01-03,6.0
H001063,412498,21195.0,N00006806,Janice,Hahn,F,1952-03-30,CA,House,D,2011-07-19,2016-12-04,5.4
H001092,456795,,,Kwanza,Hall,M,1971-05-01,GA,House,D,2020-12-03,2021-01-03,0.1
H000067,400165,14828.0,N00005645,Ralph,Hall,M,1923-05-03,TX,House,D,1981-01-05,2015-01-03,34.0
H001098,456973,,N00053795,Abraham,Hamadeh,M,1991-05-15,AZ,House,R,2025-01-03,2027-01-03,2.0
H001050,412418,21124.0,N00025881,Colleen,Hanabusa,F,1951-05-04,HI,House,D,2011-01-05,2019-01-03,8.0
H001078,412737,,N00035477,Karen,Handel,F,1962-04-18,GA,House,R,2017-06-26,2019-01-03,1.5
H001051,412454,21157.0,N00030197,Richard,Hanna,M,1951-01-25,NY,House,R,2011-01-05,2017-01-03,6.0
H001090,412754,21930.0,N00040853,Josh,Harder,M,1986-08-01,CA,House,D,2019-01-03,2027-01-03,8.0
H001070,412645,,N00035628,Cresent,Hardy,M,1957-06-23,NV,House,R,2015-01-06,2017-01-03,2.0
H001099,456986,,N00033076,Mike,Haridopolos,M,1970-03-15,FL,House,R,2025-01-03,2027-01-03,2.0
H000206,300051,14230.0,N00004207,Thomas,Harkin,M,1939-11-19,IA,Senate,D,1975-01-14,2015-01-03,40.0
H001045,412280,20925.0,N00029632,Gregg,Harper,M,1956-06-01,MS,House,R,2009-01-06,2019-01-03,10.0
H001101,457003,,N00050144,Pat,Harrigan,M,1987-06-21,NC,House,R,2025-01-03,2027-01-03,2.0
H001052,412434,21139.0,N00029147,Andy,Harris,M,1957-01-25,MD,House,R,2011-01-05,2027-01-03,16.0
H001075,412678,41701.0,N00036915,Kamala,Harris,F,1964-10-20,CA,Senate,D,2017-01-03,2021-01-18,4.0
H001102,457002,,N00035491,Mark,Harris,M,1966-04-24,NC,House,R,2025-01-03,2027-01-03,2.0
H001086,456844,,N00046688,Diana,Harshbarger,F,1960-01-01,TN,House,R,2021-01-03,2027-01-03,6.0
H001053,412444,21149.0,N00031005,Vicky,Hartzler,F,1960-10-13,MO,House,R,2011-01-05,2023-01-03,12.0
H001076,412680,41702.0,N00038397,Margaret,Hassan,F,1958-02-27,NH,Senate,D,2017-01-03,2029-01-03,12.0
H000324,400170,29337.0,N00002884,Alcee,Hastings,M,1936-09-05,FL,House,D,1993-01-05,2021-04-06,28.2
H000329,400171,29580.0,N00009157,Doc,Hastings,M,1941-02-07,WA,House,R,1995-01-04,2015-01-03,20.0
H000338,300052,14503.0,N00009869,Orrin,Hatch,M,1934-03-22,UT,Senate,R,1977-01-04,2019-01-03,42.0
H001089,412840,41901.0,N00041620,Joshua,Hawley,M,1979-12-31,MO,Senate,R,2019-01-03,2031-01-03,12.0
H001081,412763,21931.0,N00043421,Jahana,Hayes,F,1973-03-08,CT,House,D,2019-01-03,2027-01-03,8.0
H001064,412584,21369.0,N00031557,Denny,Heck,M,1952-07-29,WA,House,D,2013-01-03,2021-01-03,8.0
H001055,412446,21151.0,N00031244,Joseph,Heck,M,1961-10-30,NV,House,R,2011-01-05,2017-01-03,6.0
H001046,412281,20930.0,N00029835,Martin,Heinrich,M,1971-10-17,NM,Senate,D,2009-01-06,2031-01-03,22.0
H001069,412554,41303.0,N00033782,Heidi,Heitkamp,F,1955-10-30,ND,Senate,D,2013-01-03,2019-01-03,6.0
H001041,412218,20730.0,N00027522,Dean,Heller,M,1960-05-10,NV,Senate,R,2007-01-04,2019-01-03,12.0
H001097,456961,,,George,Helmy,M,1979-10-27,NJ,Senate,D,2024-09-09,2024-12-08,0.2
H001036,400175,20352.0,N00024922,Jeb,Hensarling,M,1957-05-29,TX,House,R,2003-01-07,2019-01-03,16.0
H001082,412748,21760.0,N00040829,Kevin,Hern,M,1961-12-04,OK,House,R,2018-11-13,2027-01-03,8.1
H001103,457019,,N00052286,Pablo José,Hernández Rivera,M,1991-05-11,PR,House,D,2025-01-03,2027-01-03,2.0
H001084,456834,,N00041454,Yvette,Herrell,F,1964-03-16,NM,House,R,2021-01-03,2023-01-03,2.0
H001056,412486,21187.0,N00031559,Jaime,Herrera Beutler,F,1978-11-03,WA,House,R,2011-01-05,2023-01-03,12.0
H001071,412623,21514.0,N00032243,Jody,Hice,M,1960-04-22,GA,House,R,2015-01-06,2023-01-03,8.0
H000273,456797,,N00044206,John,Hickenlooper,M,1952-02-07,CO,Senate,D,2021-01-03,2027-01-03,6.0
H001038,400641,20519.0,N00027060,Brian,Higgins,M,1959-10-06,NY,House,D,2005-01-04,2024-02-02,19.1
H001077,412705,21724.0,N00039953,Clay,Higgins,M,1961-08-24,LA,House,R,2017-01-03,2027-01-03,10.0
H001072,412609,21503.0,N00035792,J.,Hill,M,1956-12-05,AR,House,R,2015-01-06,2027-01-03,12.0
H001087,412756,21932.0,N00040644,Katie,Hill,F,1987-08-25,CA,House,D,2019-01-03,2019-11-03,0.8
H001047,412282,20907.0,N00029070,James,Himes,M,1966-07-05,CT,House,D,2009-01-06,2027-01-03,18.0
H000636,400179,29763.0,N00006008,Rubén,Hinojosa,M,1940-08-20,TX,House,D,1997-01-07,2017-01-03,20.0
H001091,456816,,N00044521,Ashley,Hinson,F,1983-06-27,IA,House,R,2021-01-03,2027-01-03,6.0
H001042,412200,20713.0,N00028139,Mazie,Hirono,F,1947-11-03,HI,Senate,D,2007-01-04,2031-01-03,24.0
H001061,412494,41107.0,N00031688,John,Hoeven,M,1957-03-13,ND,Senate,R,2011-01-05,2029-01-03,18.0
H001065,412553,21349.0,N00033399,George,Holding,M,1968-04-17,NC,House,R,2013-01-03,2021-01-03,8.0
H001074,412703,21725.0,N00038429,Trey,Hollingsworth,M,1983-09-12,IN,House,R,2017-01-03,2023-01-03,6.0
H001032,400184,29923.0,N00000860,Rush,Holt,M,1948-10-15,NJ,House,D,1999-01-06,2015-01-03,16.0
H001034,400185,20103.0,N00012611,Michael,Honda,M,1941-06-27,CA,House,D,2001-01-03,2017-01-03,16.0
H001083,412808,21933.0,N00041394,Kendra,Horn,F,1976-06-09,OK,House,D,2019-01-03,2021-01-03,2.0
H001066,412559,21339.0,N00033638,Steven,Horsford,M,1973-04-29,NV,House,D,2013-01-03,2027-01-03,14.0
H001093,456903,,N00037427,Erin,Houchin,F,1976-09-24,IN,House,R,2023-01-03,2027-01-03,4.0
H001085,412810,21934.0,N00040949,Chrissy,Houlahan,F,1967-06-05,PA,House,D,2019-01-03,2027-01-03,8.0
H000874,400189,14873.0,N00001821,Steny,Hoyer,M,1939-06-14,MD,House,D,1981-01-05,2027-01-03,46.0
H001094,456932,,N00049734,Valerie,Hoyle,F,1964-02-14,OR,House,D,2023-01-03,2027-01-03,4.0
H001067,412550,21346.0,N00033630,Richard,Hudson,M,1971-11-04,NC,House,R,2013-01-03,2027-01-03,14.0
H001057,412429,21134.0,N00027649,Tim,Huelskamp,M,1968-11-11,KS,House,R,2011-01-05,2017-01-03,6.0
H001068,412511,21303.0,N00033030,Jared,Huffman,M,1964-02-18,CA,House,D,2013-01-03,2027-01-03,14.0
H001058,412437,21142.0,N00030673,Bill,Huizenga,M,1969-01-31,MI,House,R,2011-01-05,2027-01-03,16.0
H001059,412422,21129.0,N00031104,Randy,Hultgren,M,1966-03-01,IL,House,R,2011-01-05,2019-01-03,8.0
H001095,456946,,N00044362,Wesley,Hunt,M,1981-11-13,TX,House,R,2023-01-03,2027-01-03,4.0
H001048,412283,20963.0,N00029258,Duncan,Hunter,M,1976-12-07,CA,House,R,2009-01-06,2020-01-13,11.0
H001100,456982,,N00053367,Jeff,Hurd,M,1979-08-15,CO,House,R,2025-01-03,2027-01-03,2.0
H001073,412654,21550.0,N00031417,Will,Hurd,M,1977-08-19,TX,House,R,2015-01-06,2021-01-03,6.0
H001060,412484,21186.0,N00031265,Robert,Hurt,M,1969-06-16,VA,House,R,2011-01-05,2017-01-03,6.0
H001104,457032,,,Jon,Husted,M,1967-08-25,OH,Senate,R,2025-01-21,2026-11-03,1.8
H001079,412743,41707.0,N00043298,Cindy,Hyde-Smith,F,1959-05-10,MS,Senate,R,2018-04-09,2027-01-03,8.7
I000024,300055,15424.0,N00005582,James,Inhofe,M,1934-11-17,OK,Senate,R,1987-01-06,2023-01-03,36.0
