Ticker,Sector,Industry
MTB,Financial Services,Banks - Regional
DBOEY,Financial Services,Financial Data & Stock Exchanges
MNDY,Technology,Software - Application
MBGYY,Consumer Cyclical,Auto Manufacturers
CRWD,Technology,Software - Infrastructure
SHV,Broad Market / ETF,Broad Market / ETF
OPEN,Real Estate,Real Estate Services
BL,Technology,Software - Application
HP,Energy,Oil & Gas Drilling
ADBE,Technology,Software - Application
CJPRY,Industrials,Railroads
ESI,Basic Materials,Specialty Chemicals
GH,Healthcare,Diagnostics & Research
FR,Real Estate,REIT - Industrial
ZS,Technology,Software - Infrastructure
VST,Utilities,Utilities - Independent Power Producers
SPH,Utilities,Utilities - Regulated Gas
MRAAY,Technology,Electronic Components
KGSPY,Industrials,Building Products & Equipment
AI,Technology,Software - Infrastructure
SF,Financial Services,Capital Markets
AKR,Real Estate,REIT - Retail
KHC,Consumer Defensive,Packaged Foods
PGR,Financial Services,Insurance - Property & Casualty
NVDA,Technology,Semiconductors
ICFI,Industrials,Consulting Services
UMBF,Financial Services,Banks - Regional
INFY,Technology,Information Technology Services
CDP,Real Estate,REIT - Office
APTV,Consumer Cyclical,Auto Parts
CBSI,Unknown,Unknown
SCHZ,Broad Market / ETF,Broad Market / ETF
RXT,Technology,Software - Infrastructure
FLGB,Broad Market / ETF,Broad Market / ETF
KDP,Consumer Defensive,Beverages - Non-Alcoholic
UA,Consumer Cyclical,Apparel Manufacturing
CORP,Broad Market / ETF,Broad Market / ETF
VIAV,Technology,Communication Equipment
ORA,Utilities,Utilities - Renewable
ERIC,Technology,Communication Equipment
EPD,Energy,Oil & Gas Midstream
EVVTY,Consumer Cyclical,Gambling
ARLP,Energy,Thermal Coal
SKHSY,Consumer Cyclical,Residential Construction
SANM,Technology,Electronic Components
CRGY,Energy,Oil & Gas E&P
NEWT,Financial Services,Banks - Regional
PFFV,Broad Market / ETF,Broad Market / ETF
TCBI,Financial Services,Banks - Regional
PEP,Consumer Defensive,Beverages - Non-Alcoholic
BALY,Consumer Cyclical,Resorts & Casinos
CTVA,Basic Materials,Agricultural Inputs
CCK,Consumer Cyclical,Packaging & Containers
ERIE,Financial Services,Insurance Brokers
EXR,Real Estate,REIT - Industrial
DSKYF,Healthcare,Drug Manufacturers - General
MTDR,Energy,Oil & Gas E&P
ADP,Technology,Software - Application
QABSY,Industrials,Airlines
GLW,Technology,Electronic Components
EWBC,Financial Services,Banks - Regional
TXRH,Consumer Cyclical,Restaurants
WHR,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
ARKG,Broad Market / ETF,Broad Market / ETF
AMC,Communication Services,Entertainment
ASML,Technology,Semiconductor Equipment & Materials
ENVX,Industrials,Electrical Equipment & Parts
MMSI,Healthcare,Medical Instruments & Supplies
SM,Energy,Oil & Gas E&P
NTDOY,Communication Services,Electronic Gaming & Multimedia
CIHKY,Financial Services,Banks - Regional
SAIC,Technology,Information Technology Services
TLT,Broad Market / ETF,Broad Market / ETF
SMMNY,Healthcare,Medical Devices
NU,Financial Services,Banks - Regional
WDC,Technology,Computer Hardware
QCOM,Technology,Semiconductors
TER,Technology,Semiconductor Equipment & Materials
LOW,Consumer Cyclical,Home Improvement Retail
SBAC,Real Estate,REIT - Specialty
NSC,Industrials,Railroads
MOH,Healthcare,Healthcare Plans
PL,Industrials,Aerospace & Defense
MKL,Financial Services,Insurance - Property & Casualty
SCHD,Broad Market / ETF,Broad Market / ETF
LDOS,Technology,Information Technology Services
ASX,Technology,Semiconductors
HUBS,Technology,Software - Application
FSLR,Technology,Solar
GM,Consumer Cyclical,Auto Manufacturers
UGRO,Industrials,Farm & Heavy Construction Machinery
IONS,Healthcare,Biotechnology
QRVO,Technology,Semiconductors
CHRD,Energy,Oil & Gas E&P
TCOM,Consumer Cyclical,Travel Services
SNA,Industrials,Tools & Accessories
LGRDY,Industrials,Electrical Equipment & Parts
PROSY,Consumer Cyclical,Internet Retail
GNW,Financial Services,Insurance - Life
IWD,Broad Market / ETF,Broad Market / ETF
BFAM,Consumer Cyclical,Personal Services
STRC,Technology,Software - Application
CARR,Industrials,Building Products & Equipment
BDORY,Financial Services,Banks - Regional
VXX,Broad Market / ETF,Broad Market / ETF
SNPS,Technology,Software - Infrastructure
IRTC,Healthcare,Medical Devices
FE,Utilities,Utilities - Regulated Electric
AMAT,Technology,Semiconductor Equipment & Materials
EPR,Real Estate,REIT - Specialty
TMUS,Communication Services,Telecom Services
AIQUY,Basic Materials,Specialty Chemicals
HII,Industrials,Aerospace & Defense
EQR,Real Estate,REIT - Residential
HSY,Consumer Defensive,Confectioners
EXPD,Industrials,Integrated Freight & Logistics
EPAM,Technology,Information Technology Services
ELAN,Healthcare,Drug Manufacturers - Specialty & Generic
DAVA,Technology,Software - Infrastructure
FCNCA,Financial Services,Banks - Regional
SIGCY,Consumer Cyclical,Packaging & Containers
HQY,Healthcare,Health Information Services
CHE,Healthcare,Medical Care Facilities
DDOG,Technology,Software - Application
RSG,Industrials,Waste Management
SWDBY,Financial Services,Banks - Regional
TTAN,Technology,Software - Application
BE,Industrials,Electrical Equipment & Parts
POR,Utilities,Utilities - Regulated Electric
LECO,Industrials,Tools & Accessories
AHCHY,Basic Materials,Building Materials
HSIC,Healthcare,Medical Distribution
USO,Broad Market / ETF,Broad Market / ETF
TMO,Healthcare,Diagnostics & Research
LULU,Consumer Cyclical,Apparel Retail
VRP,Broad Market / ETF,Broad Market / ETF
HPE,Technology,Communication Equipment
AVVIY,Financial Services,Insurance - Diversified
COLB,Financial Services,Banks - Regional
MUFG,Financial Services,Banks - Diversified
CVNA,Consumer Cyclical,Auto & Truck Dealerships
MCHP,Technology,Semiconductors
PEJ,Broad Market / ETF,Broad Market / ETF
IWB,Broad Market / ETF,Broad Market / ETF
LMND,Financial Services,Insurance - Property & Casualty
OMCL,Healthcare,Health Information Services
MAC,Real Estate,REIT - Retail
FIP,Industrials,Conglomerates
SRE,Utilities,Utilities - Diversified
IBUY,Broad Market / ETF,Broad Market / ETF
VTS,Energy,Oil & Gas E&P
STRL,Industrials,Engineering & Construction
CAH,Healthcare,Medical Distribution
ON,Technology,Semiconductors
BBIO,Healthcare,Biotechnology
DSCSY,Technology,Semiconductor Equipment & Materials
HBAN,Financial Services,Banks - Regional
ESTC,Technology,Software - Application
MCO,Financial Services,Financial Data & Stock Exchanges
IAU,Broad Market / ETF,Broad Market / ETF
RH,Consumer Cyclical,Specialty Retail
MPLX,Energy,Oil & Gas Midstream
FHB,Financial Services,Banks - Regional
VRTX,Healthcare,Biotechnology
BIO,Healthcare,Medical Devices
NCLTY,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
TREE,Financial Services,Financial Conglomerates
TIMB,Communication Services,Telecom Services
GBDC,Financial Services,Asset Management
PEG,Utilities,Utilities - Regulated Electric
PIAIF,Financial Services,Insurance - Life
HOCPY,Healthcare,Medical Instruments & Supplies
AMBA,Technology,Semiconductor Equipment & Materials
WDAY,Technology,Software - Application
PGX,Broad Market / ETF,Broad Market / ETF
MGPI,Consumer Defensive,Beverages - Wineries & Distilleries
LXP,Real Estate,REIT - Industrial
NEE,Utilities,Utilities - Regulated Electric
ENTA,Healthcare,Biotechnology
MRK,Healthcare,Drug Manufacturers - General
SUTNY,Financial Services,Banks - Regional
EXPO,Industrials,Engineering & Construction
DAIUF,Industrials,Specialty Industrial Machinery
BBVA,Financial Services,Banks - Diversified
ALB,Basic Materials,Specialty Chemicals
AAT,Real Estate,REIT - Diversified
WES,Energy,Oil & Gas Midstream
MDIBY,Financial Services,Banks - Regional
SBGSY,Industrials,Specialty Industrial Machinery
UVV,Consumer Defensive,Tobacco
DKILY,Industrials,Building Products & Equipment
RLI,Financial Services,Insurance - Property & Casualty
CNTY,Consumer Cyclical,Resorts & Casinos
SKLTY,Communication Services,Internet Content & Information
ENGQF,Utilities,Utilities - Diversified
PAGS,Technology,Software - Infrastructure
ANZGY,Financial Services,Banks - Diversified
TNDM,Healthcare,Medical Devices
XPRO,Energy,Oil & Gas Equipment & Services
BHP,Basic Materials,Other Industrial Metals & Mining
HUM,Healthcare,Healthcare Plans
ITIP,Unknown,Unknown
NTRS,Financial Services,Asset Management
DBX,Technology,Software - Infrastructure
TPL,Energy,Oil & Gas E&P
BAYRY,Healthcare,Drug Manufacturers - General
LAMR,Real Estate,REIT - Specialty
LGIH,Consumer Cyclical,Residential Construction
BABAF,Consumer Cyclical,Internet Retail
MEDP,Healthcare,Diagnostics & Research
GPN,Industrials,Specialty Business Services
MLM,Basic Materials,Building Materials
DURA,Broad Market / ETF,Broad Market / ETF
CNI,Industrials,Railroads
KSRYY,Consumer Defensive,Household & Personal Products
GOOGL,Communication Services,Internet Content & Information
ARM,Technology,Semiconductors
W,Consumer Cyclical,Internet Retail
T,Communication Services,Telecom Services
IBDRY,Utilities,Utilities - Diversified
PCH,Real Estate,REIT - Specialty
LC,Financial Services,Banks - Regional
ROST,Consumer Cyclical,Apparel Retail
BURBY,Consumer Cyclical,Luxury Goods
CCLD,Healthcare,Health Information Services
FDIS,Broad Market / ETF,Broad Market / ETF
RF,Financial Services,Banks - Regional
CLPBY,Healthcare,Medical Instruments & Supplies
AGCO,Industrials,Farm & Heavy Construction Machinery
SI,Unknown,Unknown
UCB,Financial Services,Banks - Regional
ACHC,Healthcare,Medical Care Facilities
SHOP,Technology,Software - Application
MET,Financial Services,Insurance - Life
KLIC,Technology,Semiconductor Equipment & Materials
SEDG,Technology,Solar
MSTR,Technology,Software - Application
LVS,Consumer Cyclical,Resorts & Casinos
CLLNY,Real Estate,Real Estate Services
VLRS,Industrials,Airlines
LYV,Communication Services,Entertainment
SEI,Energy,Oil & Gas Equipment & Services
UNCRY,Financial Services,Banks - Regional
KNOP,Energy,Oil & Gas Midstream
AKRO,Unknown,Unknown
MFC,Financial Services,Insurance - Life
LRNZ,Broad Market / ETF,Broad Market / ETF
NUE,Basic Materials,Steel
HKXCY,Financial Services,Financial Data & Stock Exchanges
NTST,Real Estate,REIT - Retail
NOW,Technology,Software - Application
PENN,Consumer Cyclical,Resorts & Casinos
BC,Consumer Cyclical,Recreational Vehicles
ORMP,Healthcare,Biotechnology
LW,Consumer Defensive,Packaged Foods
UBSI,Financial Services,Banks - Regional
ALGT,Industrials,Airlines
GS,Financial Services,Capital Markets
ASAZY,Industrials,Security & Protection Services
VCYT,Healthcare,Diagnostics & Research
PRYMY,Industrials,Electrical Equipment & Parts
NDAQ,Financial Services,Financial Data & Stock Exchanges
BR,Technology,Information Technology Services
AZO,Consumer Cyclical,Auto Parts
HDB,Financial Services,Banks - Regional
HTHIY,Industrials,Conglomerates
FFIV,Technology,Software - Infrastructure
STX,Technology,Computer Hardware
MS,Financial Services,Capital Markets
TTWO,Communication Services,Electronic Gaming & Multimedia
RVLV,Consumer Cyclical,Internet Retail
SFM,Consumer Defensive,Grocery Stores
DINO,Energy,Oil & Gas Refining & Marketing
NVST,Healthcare,Medical Instruments & Supplies
ARQT,Healthcare,Biotechnology
BX,Financial Services,Asset Management
SGSOY,Industrials,Consulting Services
NVR,Consumer Cyclical,Residential Construction
VAL,Energy,Oil & Gas Equipment & Services
GNRC,Industrials,Specialty Industrial Machinery
LKQ,Consumer Cyclical,Auto Parts
DLB,Industrials,Specialty Business Services
AFG,Financial Services,Insurance - Property & Casualty
TFC,Financial Services,Banks - Regional
CHEOY,Healthcare,Medical Devices
RELX,Industrials,Specialty Business Services
PHI,Communication Services,Telecom Services
WRB,Financial Services,Insurance - Property & Casualty
PRNDY,Consumer Defensive,Beverages - Wineries & Distilleries
AGNC,Real Estate,REIT - Mortgage
DOX,Technology,Software - Infrastructure
SAVA,Healthcare,Biotechnology
RSNHF,Financial Services,Banks - Regional
FLNG,Energy,Oil & Gas Midstream
UNP,Industrials,Railroads
RHHBY,Healthcare,Drug Manufacturers - General
ARKAY,Basic Materials,Specialty Chemicals
OSK,Industrials,Farm & Heavy Construction Machinery
CART,Consumer Cyclical,Internet Retail
TGT,Consumer Defensive,Discount Stores
CME,Financial Services,Financial Data & Stock Exchanges
AMTX,Basic Materials,Specialty Chemicals
NEM,Basic Materials,Gold
DELL,Technology,Computer Hardware
META,Communication Services,Internet Content & Information
ATRC,Healthcare,Medical Instruments & Supplies
GXO,Industrials,Integrated Freight & Logistics
GASNY,Utilities,Utilities - Regulated Gas
SNDR,Industrials,Trucking
SAIA,Industrials,Trucking
CSW,Industrials,Specialty Industrial Machinery
PR,Energy,Oil & Gas E&P
BURL,Consumer Cyclical,Apparel Retail
DOCS,Healthcare,Health Information Services
MITK,Technology,Software - Application
DECK,Consumer Cyclical,Footwear & Accessories
NWE,Utilities,Utilities - Regulated Electric
KBH,Consumer Cyclical,Residential Construction
SUHJY,Real Estate,Real Estate - Development
