BioGuideID,GovTrackID,Congress_Session,Chamber,Committee_Code,Parent_Committee_Name,Subcommittee_Name,Role,Is_Subcommittee
C001095,412508,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Member,1
C001095,412508,113,house,HSBA-20,House Committee on Financial Services,Monetary Policy and Trade Subcommittee,Member,1
D000614,412488,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Vice Chair,1
D000614,412488,113,house,HSBA-04,House Committee on Financial Services,Housing and Insurance Subcommittee,Member,1
D000614,412488,113,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
D000620,412544,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Member,1
D000620,412544,113,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
E000288,412215,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
E000288,412215,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Member,1
E000288,412215,113,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
F000451,400646,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Member,1
F000451,400646,113,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Vice Chair,1
F000454,412257,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
F000454,412257,113,house,HSBA-20,House Committee on Financial Services,Monetary Policy and Trade Subcommittee,Member,1
F000458,412479,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
F000458,412479,113,house,HSBA-20,House Committee on Financial Services,Monetary Policy and Trade Subcommittee,Member,1
F000458,412479,113,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
G000548,400145,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Chair,1
G000548,400145,113,house,HSBA-04,House Committee on Financial Services,Housing and Insurance Subcommittee,Member,1
G000553,400653,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Member,1
G000553,400653,113,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Ranking Member,1
G000569,412451,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
G000569,412451,113,house,HSBA-20,House Committee on Financial Services,Monetary Policy and Trade Subcommittee,Member,1
G000569,412451,113,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
H000636,400179,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
H000636,400179,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Member,1
H001047,412282,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
H001047,412282,113,house,HSBA-04,House Committee on Financial Services,Housing and Insurance Subcommittee,Member,1
H001058,412437,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
H001058,412437,113,house,HSBA-20,House Committee on Financial Services,Monetary Policy and Trade Subcommittee,Vice Chair,1
H001059,412422,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
H001059,412422,113,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
H001060,412484,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Vice Chair,1
H001060,412484,113,house,HSBA-04,House Committee on Financial Services,Housing and Insurance Subcommittee,Member,1
H001064,412584,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Member,1
H001064,412584,113,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
K000210,400219,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
K000210,400219,113,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
K000380,412546,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
K000380,412546,113,house,HSBA-20,House Committee on Financial Services,Monetary Policy and Trade Subcommittee,Member,1
L000491,400247,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
L000491,400247,113,house,HSBA-20,House Committee on Financial Services,Monetary Policy and Trade Subcommittee,Member,1
L000562,400249,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
L000562,400249,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Member,1
L000569,412292,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Member,1
L000569,412292,113,house,HSBA-04,House Committee on Financial Services,Housing and Insurance Subcommittee,Vice Chair,1
M000087,400251,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Ranking Member,1
M000087,400251,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Member,1
M000087,400251,113,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
M000309,400257,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Member,1
M000309,400257,113,house,HSBA-04,House Committee on Financial Services,Housing and Insurance Subcommittee,Member,1
M001137,400271,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Ranking Member,1
M001139,400277,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Member,1
M001139,400277,113,house,HSBA-04,House Committee on Financial Services,Housing and Insurance Subcommittee,Member,1
M001156,400644,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Member,1
M001156,400644,113,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Chair,1
M001160,400661,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
M001160,400661,113,house,HSBA-20,House Committee on Financial Services,Monetary Policy and Trade Subcommittee,Member,1
M001165,412190,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
M001165,412190,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Member,1
M001182,412474,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
M001182,412474,113,house,HSBA-20,House Committee on Financial Services,Monetary Policy and Trade Subcommittee,Member,1
M001191,412527,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Member,1
M001191,412527,113,house,HSBA-20,House Committee on Financial Services,Monetary Policy and Trade Subcommittee,Member,1
N000182,400441,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
N000182,400441,113,house,HSBA-04,House Committee on Financial Services,Housing and Insurance Subcommittee,Chair,1
P000588,400313,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Member,1
P000588,400313,113,house,HSBA-20,House Committee on Financial Services,Monetary Policy and Trade Subcommittee,Member,1
P000593,412192,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
P000593,412192,113,house,HSBA-20,House Committee on Financial Services,Monetary Policy and Trade Subcommittee,Member,1
P000593,412192,113,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
P000595,412305,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
P000595,412305,113,house,HSBA-20,House Committee on Financial Services,Monetary Policy and Trade Subcommittee,Member,1
P000599,412309,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Member,1
P000599,412309,113,house,HSBA-20,House Committee on Financial Services,Monetary Policy and Trade Subcommittee,Member,1
P000606,412551,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Member,1
P000606,412551,113,house,HSBA-20,House Committee on Financial Services,Monetary Policy and Trade Subcommittee,Member,1
R000487,400348,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
R000487,400348,113,house,HSBA-04,House Committee on Financial Services,Housing and Insurance Subcommittee,Member,1
R000593,412411,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
R000593,412411,113,house,HSBA-04,House Committee on Financial Services,Housing and Insurance Subcommittee,Member,1
R000598,412570,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Member,1
R000598,412570,113,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
S000344,400371,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
S000344,400371,113,house,HSBA-04,House Committee on Financial Services,Housing and Insurance Subcommittee,Member,1
S001157,400363,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
S001157,400363,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Member,1
S001185,412396,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
S001185,412396,113,house,HSBA-20,House Committee on Financial Services,Monetary Policy and Trade Subcommittee,Member,1
S001187,412461,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
S001187,412461,113,house,HSBA-04,House Committee on Financial Services,Housing and Insurance Subcommittee,Member,1
S001188,412392,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Member,1
S001188,412392,113,house,HSBA-20,House Committee on Financial Services,Monetary Policy and Trade Subcommittee,Member,1
S001191,412509,113,house,HSBA-04,House Committee on Financial Services,Housing and Insurance Subcommittee,Member,1
S001191,412509,113,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
V000081,400416,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Member,1
V000081,400416,113,house,HSBA-04,House Committee on Financial Services,Housing and Insurance Subcommittee,Member,1
W000796,400627,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
W000796,400627,113,house,HSBA-15,House Committee on Financial Services,Financial Institutions and Consumer Credit Subcommittee,Member,1
W000796,400627,113,house,HSBA-04,House Committee on Financial Services,Housing and Insurance Subcommittee,Member,1
W000812,412548,113,house,HSBA-16,House Committee on Financial Services,Capital Markets and Government Sponsored Enterprises Subcommittee,Member,1
W000812,412548,113,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
B001270,412404,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
B001274,412395,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
B001287,412512,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
C000266,400071,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
C001078,412272,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
C001084,412470,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
C001091,412576,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
C001093,412531,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
C001094,412513,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
C001095,412508,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
D000610,412385,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
D000615,412472,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
D000621,412526,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
E000179,400122,113,house,HSFA,House Committee on Foreign Affairs,,Ranking Member,0
F000010,400128,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
F000462,412529,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
G000556,412276,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
G000571,412532,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
H001038,400641,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
H001065,412553,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
K000375,412435,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
K000378,412421,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
K000379,412543,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
L000579,412521,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
M001137,400271,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
M001157,400654,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
M001179,412468,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
M001187,412552,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
M001188,412560,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
M001189,412540,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
P000592,400652,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
P000605,412569,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
R000409,400343,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
R000435,400344,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
R000487,400348,113,house,HSFA,House Committee on Foreign Affairs,,Chair,0
S000018,400606,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
S000344,400371,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
S000522,400380,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
S000937,410396,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
S001165,412186,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
S001190,412534,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
V000130,412522,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
W000795,400433,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
W000814,412574,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
Y000065,412525,113,house,HSFA,House Committee on Foreign Affairs,,Member,0
B001270,412404,113,house,HSFA-16,House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations Subcommittee",Ranking Member,1
B001274,412395,113,house,HSFA-05,House Committee on Foreign Affairs,Asia and the Pacific Subcommittee,Member,1
B001274,412395,113,house,HSFA-18,House Committee on Foreign Affairs,"Terrorism, Nonproliferation, and Trade Subcommittee",Member,1
B001287,412512,113,house,HSFA-16,House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations Subcommittee",Member,1
B001287,412512,113,house,HSFA-05,House Committee on Foreign Affairs,Asia and the Pacific Subcommittee,Member,1
C000266,400071,113,house,HSFA-05,House Committee on Foreign Affairs,Asia and the Pacific Subcommittee,Chair,1
C000266,400071,113,house,HSFA-13,House Committee on Foreign Affairs,The Middle East and North Africa Subcommittee,Member,1
C001078,412272,113,house,HSFA-05,House Committee on Foreign Affairs,Asia and the Pacific Subcommittee,Member,1
C001078,412272,113,house,HSFA-13,House Committee on Foreign Affairs,The Middle East and North Africa Subcommittee,Member,1
C001084,412470,113,house,HSFA-16,House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations Subcommittee",Member,1
C001084,412470,113,house,HSFA-13,House Committee on Foreign Affairs,The Middle East and North Africa Subcommittee,Member,1
C001091,412576,113,house,HSFA-18,House Committee on Foreign Affairs,"Terrorism, Nonproliferation, and Trade Subcommittee",Member,1
C001093,412531,113,house,HSFA-05,House Committee on Foreign Affairs,Asia and the Pacific Subcommittee,Member,1
C001093,412531,113,house,HSFA-13,House Committee on Foreign Affairs,The Middle East and North Africa Subcommittee,Member,1
C001094,412513,113,house,HSFA-14,House Committee on Foreign Affairs,"Europe, Eurasia, and Emerging Threats Subcommittee",Member,1
C001094,412513,113,house,HSFA-18,House Committee on Foreign Affairs,"Terrorism, Nonproliferation, and Trade Subcommittee",Member,1
C001095,412508,113,house,HSFA-18,House Committee on Foreign Affairs,"Terrorism, Nonproliferation, and Trade Subcommittee",Member,1
C001095,412508,113,house,HSFA-13,House Committee on Foreign Affairs,The Middle East and North Africa Subcommittee,Member,1
D000610,412385,113,house,HSFA-13,House Committee on Foreign Affairs,The Middle East and North Africa Subcommittee,Ranking Member,1
D000610,412385,113,house,HSFA-07,House Committee on Foreign Affairs,The Western Hemisphere Subcommittee,Member,1
D000615,412472,113,house,HSFA-14,House Committee on Foreign Affairs,"Europe, Eurasia, and Emerging Threats Subcommittee",Member,1
D000615,412472,113,house,HSFA-07,House Committee on Foreign Affairs,The Western Hemisphere Subcommittee,Member,1
D000621,412526,113,house,HSFA-13,House Committee on Foreign Affairs,The Middle East and North Africa Subcommittee,Member,1
D000621,412526,113,house,HSFA-07,House Committee on Foreign Affairs,The Western Hemisphere Subcommittee,Member,1
F000010,400128,113,house,HSFA-05,House Committee on Foreign Affairs,Asia and the Pacific Subcommittee,Ranking Member,1
F000010,400128,113,house,HSFA-07,House Committee on Foreign Affairs,The Western Hemisphere Subcommittee,Member,1
F000462,412529,113,house,HSFA-13,House Committee on Foreign Affairs,The Middle East and North Africa Subcommittee,Member,1
G000556,412276,113,house,HSFA-13,House Committee on Foreign Affairs,The Middle East and North Africa Subcommittee,Member,1
G000556,412276,113,house,HSFA-07,House Committee on Foreign Affairs,The Western Hemisphere Subcommittee,Member,1
G000571,412532,113,house,HSFA-05,House Committee on Foreign Affairs,Asia and the Pacific Subcommittee,Member,1
H001038,400641,113,house,HSFA-14,House Committee on Foreign Affairs,"Europe, Eurasia, and Emerging Threats Subcommittee",Member,1
H001038,400641,113,house,HSFA-13,House Committee on Foreign Affairs,The Middle East and North Africa Subcommittee,Member,1
H001065,412553,113,house,HSFA-05,House Committee on Foreign Affairs,Asia and the Pacific Subcommittee,Member,1
H001065,412553,113,house,HSFA-14,House Committee on Foreign Affairs,"Europe, Eurasia, and Emerging Threats Subcommittee",Member,1
K000375,412435,113,house,HSFA-05,House Committee on Foreign Affairs,Asia and the Pacific Subcommittee,Member,1
K000375,412435,113,house,HSFA-14,House Committee on Foreign Affairs,"Europe, Eurasia, and Emerging Threats Subcommittee",Ranking Member,1
K000378,412421,113,house,HSFA-18,House Committee on Foreign Affairs,"Terrorism, Nonproliferation, and Trade Subcommittee",Member,1
K000378,412421,113,house,HSFA-13,House Committee on Foreign Affairs,The Middle East and North Africa Subcommittee,Member,1
K000379,412543,113,house,HSFA-18,House Committee on Foreign Affairs,"Terrorism, Nonproliferation, and Trade Subcommittee",Member,1
K000379,412543,113,house,HSFA-13,House Committee on Foreign Affairs,The Middle East and North Africa Subcommittee,Member,1
L000579,412521,113,house,HSFA-14,House Committee on Foreign Affairs,"Europe, Eurasia, and Emerging Threats Subcommittee",Member,1
L000579,412521,113,house,HSFA-18,House Committee on Foreign Affairs,"Terrorism, Nonproliferation, and Trade Subcommittee",Member,1
M001137,400271,113,house,HSFA-14,House Committee on Foreign Affairs,"Europe, Eurasia, and Emerging Threats Subcommittee",Member,1
M001137,400271,113,house,HSFA-07,House Committee on Foreign Affairs,The Western Hemisphere Subcommittee,Member,1
M001157,400654,113,house,HSFA-07,House Committee on Foreign Affairs,The Western Hemisphere Subcommittee,Member,1
M001179,412468,113,house,HSFA-16,House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations Subcommittee",Member,1
M001179,412468,113,house,HSFA-14,House Committee on Foreign Affairs,"Europe, Eurasia, and Emerging Threats Subcommittee",Member,1
M001187,412552,113,house,HSFA-16,House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations Subcommittee",Member,1
M001187,412552,113,house,HSFA-13,House Committee on Foreign Affairs,The Middle East and North Africa Subcommittee,Member,1
M001188,412560,113,house,HSFA-13,House Committee on Foreign Affairs,The Middle East and North Africa Subcommittee,Member,1
M001189,412540,113,house,HSFA-05,House Committee on Foreign Affairs,Asia and the Pacific Subcommittee,Member,1
M001189,412540,113,house,HSFA-13,House Committee on Foreign Affairs,The Middle East and North Africa Subcommittee,Member,1
P000592,400652,113,house,HSFA-14,House Committee on Foreign Affairs,"Europe, Eurasia, and Emerging Threats Subcommittee",Member,1
P000592,400652,113,house,HSFA-18,House Committee on Foreign Affairs,"Terrorism, Nonproliferation, and Trade Subcommittee",Chair,1
P000605,412569,113,house,HSFA-05,House Committee on Foreign Affairs,Asia and the Pacific Subcommittee,Member,1
P000605,412569,113,house,HSFA-18,House Committee on Foreign Affairs,"Terrorism, Nonproliferation, and Trade Subcommittee",Member,1
R000409,400343,113,house,HSFA-05,House Committee on Foreign Affairs,Asia and the Pacific Subcommittee,Member,1
R000409,400343,113,house,HSFA-14,House Committee on Foreign Affairs,"Europe, Eurasia, and Emerging Threats Subcommittee",Chair,1
R000435,400344,113,house,HSFA-13,House Committee on Foreign Affairs,The Middle East and North Africa Subcommittee,Chair,1
R000435,400344,113,house,HSFA-07,House Committee on Foreign Affairs,The Western Hemisphere Subcommittee,Member,1
S000018,400606,113,house,HSFA-05,House Committee on Foreign Affairs,Asia and the Pacific Subcommittee,Member,1
S000018,400606,113,house,HSFA-07,House Committee on Foreign Affairs,The Western Hemisphere Subcommittee,Chair,1
S000344,400371,113,house,HSFA-05,House Committee on Foreign Affairs,Asia and the Pacific Subcommittee,Member,1
S000344,400371,113,house,HSFA-18,House Committee on Foreign Affairs,"Terrorism, Nonproliferation, and Trade Subcommittee",Ranking Member,1
S000522,400380,113,house,HSFA-16,House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations Subcommittee",Chair,1
S000522,400380,113,house,HSFA-07,House Committee on Foreign Affairs,The Western Hemisphere Subcommittee,Member,1
S000937,410396,113,house,HSFA-16,House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations Subcommittee",Member,1
S000937,410396,113,house,HSFA-14,House Committee on Foreign Affairs,"Europe, Eurasia, and Emerging Threats Subcommittee",Member,1
S001165,412186,113,house,HSFA-14,House Committee on Foreign Affairs,"Europe, Eurasia, and Emerging Threats Subcommittee",Member,1
S001165,412186,113,house,HSFA-07,House Committee on Foreign Affairs,The Western Hemisphere Subcommittee,Ranking Member,1
S001190,412534,113,house,HSFA-18,House Committee on Foreign Affairs,"Terrorism, Nonproliferation, and Trade Subcommittee",Member,1
S001190,412534,113,house,HSFA-13,House Committee on Foreign Affairs,The Middle East and North Africa Subcommittee,Member,1
V000130,412522,113,house,HSFA-18,House Committee on Foreign Affairs,"Terrorism, Nonproliferation, and Trade Subcommittee",Member,1
V000130,412522,113,house,HSFA-13,House Committee on Foreign Affairs,The Middle East and North Africa Subcommittee,Member,1
W000795,400433,113,house,HSFA-18,House Committee on Foreign Affairs,"Terrorism, Nonproliferation, and Trade Subcommittee",Member,1
W000795,400433,113,house,HSFA-13,House Committee on Foreign Affairs,The Middle East and North Africa Subcommittee,Member,1
W000814,412574,113,house,HSFA-16,House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations Subcommittee",Member,1
W000814,412574,113,house,HSFA-13,House Committee on Foreign Affairs,The Middle East and North Africa Subcommittee,Member,1
Y000065,412525,113,house,HSFA-18,House Committee on Foreign Affairs,"Terrorism, Nonproliferation, and Trade Subcommittee",Member,1
Y000065,412525,113,house,HSFA-13,House Committee on Foreign Affairs,The Middle East and North Africa Subcommittee,Member,1
B001262,412252,113,house,HSHM,House Committee on Homeland Security,,Member,0
B001269,412469,113,house,HSHM,House Committee on Homeland Security,,Member,0
B001279,412502,113,house,HSHM,House Committee on Homeland Security,,Member,0
B001284,412539,113,house,HSHM,House Committee on Homeland Security,,Member,0
C001067,412221,113,house,HSHM,House Committee on Homeland Security,,Member,0
C001076,412270,113,house,HSHM,House Committee on Homeland Security,,Member,0
D000615,412472,113,house,HSHM,House Committee on Homeland Security,,Member,0
D000618,412549,113,house,HSHM,House Committee on Homeland Security,,Member,0
G000571,412532,113,house,HSHM,House Committee on Homeland Security,,Member,0
H001038,400641,113,house,HSHM,House Committee on Homeland Security,,Member,0
H001066,412559,113,house,HSHM,House Committee on Homeland Security,,Member,0
H001067,412550,113,house,HSHM,House Committee on Homeland Security,,Member,0
J000032,400199,113,house,HSHM,House Committee on Homeland Security,,Member,0
K000210,400219,113,house,HSHM,House Committee on Homeland Security,,Member,0
K000375,412435,113,house,HSHM,House Committee on Homeland Security,,Member,0
M001150,400276,113,house,HSHM,House Committee on Homeland Security,,Member,0
M001157,400654,113,house,HSHM,House Committee on Homeland Security,,Chair,0
M001179,412468,113,house,HSHM,House Committee on Homeland Security,,Member,0
M001181,412466,113,house,HSHM,House Committee on Homeland Security,,Member,0
O000170,412575,113,house,HSHM,House Committee on Homeland Security,,Member,0
P000601,412443,113,house,HSHM,House Committee on Homeland Security,,Member,0
P000604,412506,113,house,HSHM,House Committee on Homeland Security,,Member,0
P000605,412569,113,house,HSHM,House Committee on Homeland Security,,Member,0
R000575,400341,113,house,HSHM,House Committee on Homeland Security,,Member,0
R000588,412432,113,house,HSHM,House Committee on Homeland Security,,Member,0
S000030,400356,113,house,HSHM,House Committee on Homeland Security,,Member,0
S000051,400607,113,house,HSHM,House Committee on Homeland Security,,Member,0
S000583,400381,113,house,HSHM,House Committee on Homeland Security,,Member,0
S001193,412514,113,house,HSHM,House Committee on Homeland Security,,Member,0
T000193,400402,113,house,HSHM,House Committee on Homeland Security,,Ranking Member,0
V000132,412580,113,house,HSHM,House Committee on Homeland Security,,Member,0
B001262,412252,113,house,HSHM-05,House Committee on Homeland Security,Counterterrorism and Intelligence Subcommittee,Member,1
B001262,412252,113,house,HSHM-09,House Committee on Homeland Security,Oversight and Management Efficiency Subcommittee,Member,1
B001269,412469,113,house,HSHM-11,House Committee on Homeland Security,Border and Maritime Security Subcommittee,Member,1
B001269,412469,113,house,HSHM-09,House Committee on Homeland Security,Oversight and Management Efficiency Subcommittee,Member,1
B001279,412502,113,house,HSHM-09,House Committee on Homeland Security,Oversight and Management Efficiency Subcommittee,Ranking Member,1
B001284,412539,113,house,HSHM-12,House Committee on Homeland Security,"Emergency Preparedness, Response and Communications Subcommittee",Chair,1
B001284,412539,113,house,HSHM-07,House Committee on Homeland Security,Transportation Security Subcommittee,Member,1
C001067,412221,113,house,HSHM-12,House Committee on Homeland Security,"Emergency Preparedness, Response and Communications Subcommittee",Member,1
C001067,412221,113,house,HSHM-08,House Committee on Homeland Security,"Cybersecurity, Infrastructure Protection, and Security Technologies Subcommittee",Ranking Member,1
C001076,412270,113,house,HSHM-08,House Committee on Homeland Security,"Cybersecurity, Infrastructure Protection, and Security Technologies Subcommittee",Member,1
C001076,412270,113,house,HSHM-05,House Committee on Homeland Security,Counterterrorism and Intelligence Subcommittee,Member,1
D000615,412472,113,house,HSHM-11,House Committee on Homeland Security,Border and Maritime Security Subcommittee,Member,1
D000615,412472,113,house,HSHM-09,House Committee on Homeland Security,Oversight and Management Efficiency Subcommittee,Chair,1
D000618,412549,113,house,HSHM-08,House Committee on Homeland Security,"Cybersecurity, Infrastructure Protection, and Security Technologies Subcommittee",Member,1
D000618,412549,113,house,HSHM-09,House Committee on Homeland Security,Oversight and Management Efficiency Subcommittee,Vice Chair,1
G000571,412532,113,house,HSHM-11,House Committee on Homeland Security,Border and Maritime Security Subcommittee,Member,1
H001038,400641,113,house,HSHM-12,House Committee on Homeland Security,"Emergency Preparedness, Response and Communications Subcommittee",Member,1
