House Committee on Agriculture
"House Committee on Small Business;Rural Development, Agriculture, Trade and Entrepreneurship Subcommittee"
House Committee on Ways and Means;Worker and Family Support Subcommittee
"House Committee on the Judiciary;The Constitution, Civil Rights, and Civil Liberties Subcommittee"
House Committee on the Judiciary;Immigration and Citizenship Subcommittee
"House Committee on the Judiciary;Antitrust, Commercial, and Administrative Law Subcommittee"
"House Committee on the Judiciary;Crime, Terrorism and Homeland Security Subcommittee"
"House Permanent Select Committee on Intelligence;Counterterrorism, Counterintelligence, and Counterproliferation Subcommittee"
House Permanent Select Committee on Intelligence;Intelligence Modernization and Readiness Subcommittee
House Permanent Select Committee on Intelligence;Defense Intelligence and Warfighter Support Subcommittee
House Permanent Select Committee on Intelligence;Strategic Technologies and Advanced Research Subcommittee
House Select Committee on the Climate Crisis
House Select Committee on the Modernization of Congress
"Senate Committee on Commerce, Science, and Transportation;Aviation and Space Subcommittee"
"Senate Committee on Commerce, Science, and Transportation;Security Subcommittee"
"Senate Committee on Commerce, Science, and Transportation;Transportation and Safety Subcommittee"
"Senate Committee on Commerce, Science, and Transportation;Manufacturing, Trade, and Consumer Protection Subcommittee"
"Senate Committee on Commerce, Science, and Transportation;Science, Oceans, Fisheries, and Weather Subcommittee"
Senate Committee on the Judiciary;Intellectual Property Subcommittee
"House Committee on Armed Services;Cyber, Innovative Technologies, and Information Systems Subcommittee"
House Committee on Armed Services;Intelligence and Special Operations Subcommittee
"House Committee on Foreign Affairs;Middle East, North Africa, and Global Counterterrorism Subcommittee"
"House Committee on Foreign Affairs;Africa, Global Health, and Global Human Rights Subcommittee"
"House Committee on Foreign Affairs;Asia, the Pacific, Central Asia, and Nonproliferation Subcommittee"
"House Committee on Foreign Affairs;Europe, Energy, the Environment, and Cyber Subcommittee"
"House Committee on Foreign Affairs;Western Hemisphere, Civilian Security, Migration, and International Economic Policy Subcommittee"
"House Committee on Foreign Affairs;International Development, International Organizations, and Global Corporate Social Impact Subcommittee"
"House Committee on Small Business;Innovation, Entrepreneurship, and Workforce Development Subcommittee"
"House Committee on Small Business;Economic Growth, Tax, and Capital Access Subcommittee"
"House Committee on Small Business;Oversight, Investigations, and Regulations Subcommittee"
"House Committee on Small Business;Underserved, Agricultural, and Rural Business Development Subcommittee"
House Select Committee on Economic Disparity and Fairness in Growth
House Select Committee to Investigate the January 6th Attack on the United States Capitol
House Select Subcommittee on the Coronavirus Crisis
"Senate Committee on Agriculture, Nutrition, and Forestry;Conservation, Climate, Forestry, and Natural Resources Subcommittee"
"Senate Committee on Agriculture, Nutrition, and Forestry;Food and Nutrition, Specialty Crops, Organics, and Research Subcommittee"
"Senate Committee on Agriculture, Nutrition, and Forestry;Livestock, Dairy, Poultry, Local Food Systems, and Food Safety and Security Subcommittee"
"Senate Committee on Appropriations;Interior, Environment, and Related Agencies Subcommittee"
"Senate Committee on Appropriations;Labor, Health and Human Services, and Education, and Related Agencies Subcommittee"
Senate Committee on Appropriations;Defense Subcommittee
Senate Committee on Appropriations;Homeland Security Subcommittee
"Senate Committee on Appropriations;Military Construction, Veterans Affairs, and Related Agencies Subcommittee"
"Senate Committee on Commerce, Science, and Transportation;Aviation Safety, Operations, and Innovation Subcommittee"
"Senate Committee on Commerce, Science, and Transportation;Communications, Media, and Broadband Subcommittee"
"Senate Committee on Commerce, Science, and Transportation;Consumer Protection, Product Safety, and Data Security Subcommittee"
"Senate Committee on Commerce, Science, and Transportation;Surface Transportation, Maritime, Freight, and Ports Subcommittee"
"Senate Committee on Commerce, Science, and Transportation;Oceans, Fisheries, Climate Change, and Manufacturing Subcommittee"
"Senate Committee on Commerce, Science, and Transportation;Tourism, Trade, and Export Promotion Subcommittee"
"Senate Committee on Commerce, Science, and Transportation;Space and Science Subcommittee"
"Senate Committee on Environment and Public Works;Clean Air, Climate, and Nuclear Safety Subcommittee"
"Senate Committee on Environment and Public Works;Fisheries, Wildlife, and Water Subcommittee"
"Senate Committee on Environment and Public Works;Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight Subcommittee"
Senate Committee on Homeland Security and Governmental Affairs;Government Operations and Border Management Subcommittee
Senate Committee on Homeland Security and Governmental Affairs;Emerging Threats and Spending Oversight Subcommittee
"Senate Committee on the Judiciary;Competition Policy, Antitrust, and Consumer Rights Subcommittee"
"Senate Committee on the Judiciary;Immigration, Citizenship, and Border Safety Subcommittee"
"Senate Committee on the Judiciary;Privacy, Technology, and the Law Subcommittee"
Senate Committee on the Judiciary;Human Rights and the Law Subcommittee
Senate Committee on the Judiciary;Criminal Justice and Counterterrorism Subcommittee
"Senate Committee on the Judiciary;Federal Courts, Oversight, Agency Action, and Federal Rights Subcommittee"
"House Committee on Agriculture;General Farm Commodities, Risk Management, and Credit Subcommittee"
"House Committee on Agriculture;Nutrition, Foreign Agriculture, and Horticulture Subcommittee"
"House Committee on Agriculture;Conservation, Research, and Biotechnology Subcommittee"
"House Committee on Agriculture;Commodity Markets, Digital Assets, and Rural Development Subcommittee"
House Committee on Agriculture;Forestry Subcommittee
"House Committee on Armed Services;Cyber, Information Technologies, and Innovation Subcommittee"
"House Committee on Energy and Commerce;Energy, Climate, and Grid Security Subcommittee"
"House Committee on Energy and Commerce;Environment, Manufacturing, and Critical Materials Subcommittee"
"House Committee on Energy and Commerce;Innovation, Data, and Commerce Subcommittee"
House Committee on Financial Services;Financial Institutions and Monetary Policy Subcommittee
"House Committee on Financial Services;National Security, Illicit Finance, and International Financial Institutions Subcommittee"
House Committee on Financial Services;Capital Markets Subcommittee
"House Committee on Financial Services;Digital Assets, Financial Technology and Inclusion Subcommittee"
House Committee on Foreign Affairs;Africa Subcommittee
House Committee on Foreign Affairs;Oversight and Accountability Subcommittee
House Committee on Foreign Affairs;Europe Subcommittee
"House Committee on Foreign Affairs;Middle East, North Africa, and Central Asia Subcommittee"
House Committee on Foreign Affairs;Indo-Pacific Subcommittee
"House Committee on Foreign Affairs;Global Health, Global Human Rights, and International Organizations Subcommittee"
House Committee on Foreign Affairs;Western Hemisphere Subcommittee
"House Committee on Homeland Security;Counterterrorism, Law Enforcement, and Intelligence Subcommittee"
"House Committee on Homeland Security;Oversight, Investigations, and Accountability Subcommittee"
House Committee on Homeland Security;Border Security and Enforcement Subcommittee
House Committee on Homeland Security;Emergency Management and Technology Subcommittee
House Committee on House Administration;Modernization Subcommittee
"House Committee on Natural Resources;Water, Wildlife and Fisheries Subcommittee"
House Committee on Natural Resources;Indian and Insular Affairs Subcommittee
House Committee on Oversight and Accountability
House Committee on Oversight and Accountability;Government Operations and the Federal Workforce Subcommittee
"House Committee on Oversight and Accountability;Economic Growth, Energy Policy, and Regulatory Affairs Subcommittee"
"House Committee on Oversight and Accountability;National Security, the Border, and Foreign Affairs Subcommittee"
"House Committee on Oversight and Accountability;Cybersecurity, Information Technology, and Government Innovation Subcommittee"
House Committee on Oversight and Accountability;Health Care and Financial Services Subcommittee
"House Committee on Small Business;Rural Development, Energy, and Supply Chains Subcommittee"
House Committee on Ways and Means;Tax Subcommittee
House Committee on Ways and Means;Work and Welfare Subcommittee
"House Committee on the Judiciary;The Administrative State, Regulatory Reform, and Antitrust Subcommittee"
House Committee on the Judiciary;The Constitution and Limited Government Subcommittee
House Committee on the Judiciary;Crime and Federal Government Surveillance Subcommittee
"House Committee on the Judiciary;Immigration Integrity, Security, and Enforcement Subcommittee"
House Committee on the Judiciary;Responsiveness and Accountability to Oversight Subcommittee
House Permanent Select Committee on Intelligence;National Security Agency and Cyber Subcommittee
House Permanent Select Committee on Intelligence;National Intelligence Enterprise Subcommittee
House Permanent Select Committee on Intelligence;Defense Intelligence and Overhead Architecture Subcommittee
House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party
House Select Subcommittee on the Coronavirus Pandemic
House Select Subcommittee on the Weaponization of the Federal Government
House Task Force on the Attempted Assassination of Donald J. Trump
House Committee on Agriculture;Nutrition and Foreign Agriculture Subcommittee
House Committee on Agriculture;Forestry and Horticulture Subcommittee
"House Committee on Appropriations;National Security, Department of State, and Related Programs Subcommittee"
House Committee on Appropriations;Energy and Water Development and Related Agencies Subcommittee
House Committee on Education and Workforce
"House Committee on Education and Workforce;Early Childhood, Elementary, and Secondary Education Subcommittee"
House Committee on Education and Workforce;Higher Education and Workforce Development Subcommittee
"House Committee on Education and Workforce;Health, Employment, Labor, and Pensions Subcommittee"
House Committee on Education and Workforce;Workforce Protections Subcommittee
House Committee on Financial Services;Financial Institutions Subcommittee
"House Committee on Financial Services;Digital Assets, Financial Technology, and Artificial Intelligence Subcommittee"
House Committee on Foreign Affairs;East Asia and Pacific Subcommittee
House Committee on Foreign Affairs;South and Central Asia Subcommittee
House Committee on Foreign Affairs;Oversight and Intelligence Subcommittee
House Committee on Foreign Affairs;Middle East and North Africa Subcommittee
House Committee on House Administration;Modernization and Innovation Subcommittee
"House Committee on Oversight and Government Reform;Economic Growth, Energy Policy, and Regulatory Affairs Subcommittee"
"House Committee on Oversight and Government Reform;Cybersecurity, Information Technology, and Government Innovation Subcommittee"
House Committee on Oversight and Government Reform;Federal Law Enforcement Subcommittee
House Committee on Oversight and Government Reform;Military and Foreign Affairs Subcommittee
House Committee on Oversight and Government Reform;Delivering on Government Efficiency Subcommittee
House Committee on Oversight and Government Reform;Health Care and Financial Services Subcommittee
"House Committee on the Judiciary;Courts, Intellectual Property, Artificial Intelligence, and the Internet Subcommittee"
House Committee on the Judiciary;Oversight Subcommittee
House Permanent Select Committee on Intelligence;Open Source Intelligence Subcommittee
"House Select Subcommittee to Investigate the Remaining Questions Surrounding January 6, 2021"
Joint Committee of Congress on the Library
"Senate Committee on Agriculture, Nutrition, and Forestry;Commodities, Derivatives, Risk Management, and Trade Subcommittee"
"Senate Committee on Agriculture, Nutrition, and Forestry;Conservation, Forestry, Natural Resources, and Biotechnology Subcommittee"
"Senate Committee on Agriculture, Nutrition, and Forestry;Rural Development, Energy, and Credit Subcommittee"
"Senate Committee on Agriculture, Nutrition, and Forestry;Livestock, Dairy, Poultry, and Food Safety Subcommittee"
"Senate Committee on Appropriations;Department of Interior, Environment, and Related Agencies Subcommittee"
"Senate Committee on Banking, Housing, and Urban Affairs;Digital Assets Subcommittee"
"Senate Committee on Commerce, Science, and Transportation;Telecommunications and Media Subcommittee"
"Senate Committee on Commerce, Science, and Transportation;Consumer Protection, Technology, and Data Privacy Subcommittee"
"Senate Committee on Commerce, Science, and Transportation;Coast Guard, Maritime, and Fisheries Subcommittee"
"Senate Committee on Commerce, Science, and Transportation;Science, Manufacturing, and Competitiveness Subcommittee"
"Senate Committee on Commerce, Science, and Transportation;Aviation, Space, and Innovation Subcommittee"
"Senate Committee on Commerce, Science, and Transportation;Surface Transportation, Freight, Pipelines, and Safety Subcommittee"
"Senate Committee on Environment and Public Works;Clean Air, Climate, and Nuclear Innovation and Safety Subcommittee"
"Senate Committee on Health, Education, Labor, and Pensions;Education and the American Family Subcommittee"
"Senate Committee on Homeland Security and Governmental Affairs;Disaster Management, District of Columbia, and Census Subcommittee"
"Senate Committee on Homeland Security and Governmental Affairs;Border Management, Federal Workforce, and Regulatory Affairs Subcommittee"
Senate Committee on the Judiciary;Crime and Counterterrorism Subcommittee
"Senate Committee on the Judiciary;Antitrust, Competition Policy, and Consumer Rights Subcommittee"
